headline,date,url
Lane Closings Scandal Shows Port Authority’s Status as 2 Warring Fiefs,2014-01-11,https://www.nytimes.com/2014/01/11/nyregion/lane-closings-scandal-shows-agencys-status-as-2-warring-fiefs.html
It’s Time to Update Overtime,2014-01-11,https://www.nytimes.com/2014/01/11/opinion/its-time-to-update-overtime.html
"To Regain Trust, Target Must Do More, Crisis Experts Say",2014-01-11,https://www.nytimes.com/2014/01/11/business/to-regain-trust-target-must-do-more-crisis-experts-say.html
"Nelson Ned, Florid Brazilian Balladeer, Dies at 66",2014-01-11,https://www.nytimes.com/2014/01/11/arts/music/nelson-nedflorid-brazilian-balladeer-dies-at-66.html
"Today's Scuttlebot: Inside Bell Labs' Carcass, and Encouraging Women Programmers ",2014-01-10,https://bits.blogs.nytimes.com/2014/01/10/todays-scuttlebot-inside-bell-labs-carcass-and-encouraging-women-programmers/
"Larry Speakes, Public Face of Reagan Era, Dies at 74",2014-01-11,https://www.nytimes.com/2014/01/11/us/larry-speakes-public-face-of-reagan-era-dies-at-74.html
Imagining President Christie,2014-01-11,https://www.nytimes.com/2014/01/11/opinion/imagining-president-christie.html
U.S. Says Iran Won’t Attend Peace Talks on Syria,2014-01-11,https://www.nytimes.com/2014/01/11/world/middleeast/us-says-iran-wont-attend-peace-talks-on-syria.html
Residential Sales Around the Region,2014-01-10,https://www.nytimes.com/interactive/2014/01/12/realestate/12-Real-Estate-Matrix-graphic.html
"Wojciech Kilar, Composer for Movies and Symphony Halls, Dies at 81",2014-01-11,https://www.nytimes.com/2014/01/11/arts/music/wojciech-kilar-81-polish-composer-for-film-dies.html
"Dale T. Mortensen, Labor Economist and Nobel Laureate, Dies at 74",2014-01-11,https://www.nytimes.com/2014/01/11/business/dale-t-mortensen-top-labor-economist-dies-at-74.html
Sex Is Not Our Problem,2014-01-11,https://www.nytimes.com/2014/01/11/opinion/blow-sex-is-not-our-problem.html
Enrollees at Health Exchanges Face Struggle to Prove Coverage,2014-01-11,https://www.nytimes.com/2014/01/11/us/enrollees-at-health-exchanges-face-struggle-to-prove-coverage.html
Down to the Last Cigarette?,2014-01-11,https://www.nytimes.com/2014/01/11/opinion/down-to-the-last-cigarette.html
Florida’s Site Said to Delay Millions in Aid to Jobless,2014-01-11,https://www.nytimes.com/2014/01/11/us/floridas-site-said-to-delay-millions-in-aid-to-jobless.html
"Seahawks’ Punt Team Is Flashy With Play, Not Name",2014-01-11,https://www.nytimes.com/2014/01/11/sports/football/moniker-for-seattle-punt-team-call-it-no-1.html
"Booze, Revisited",2014-01-11,https://www.nytimes.com/2014/01/11/opinion/booze-revisited.html
"Wall St. Shock: Take a Day Off, Even a Sunday",2014-01-10,https://dealbook.nytimes.com/2014/01/10/wall-st-shock-take-a-day-off-even-a-sunday/
World Bank Is Criticized for Honduran Loan,2014-01-11,https://www.nytimes.com/2014/01/11/world/americas/world-bank-is-criticized-for-honduran-loan.html
North Dakota: State Will Buy Lawrence Welk Homestead,2014-01-11,https://www.nytimes.com/2014/01/11/us/north-dakota-state-will-buy-lawrence-welk-homestead.html
Arkansas: Lieutenant Governor Quitting Under Pressure,2014-01-11,https://www.nytimes.com/2014/01/11/us/politics/arkansas-lieutenant-governor-quitting-under-pressure.html
Air Force Drug Inquiry Grows,2014-01-11,https://www.nytimes.com/2014/01/11/us/drug-inquiry-grows.html
U.S. Advisers Sent to Help Somalia Fight the Shabab,2014-01-11,https://www.nytimes.com/2014/01/11/world/africa/us-advisers-sent-to-help-somalia-fight-the-shabab.html
2 Violated Policy on Concussions,2014-01-11,https://www.nytimes.com/2014/01/11/sports/football/nfl-roundup.html
"No Jobs, No Benefits, and Lousy Pay",2014-01-11,https://www.nytimes.com/2014/01/11/opinion/no-jobs-no-benefits-and-lousy-pay.html
"Bill Conlin, Sportswriter Who Quit After Molestation Claims, Dies at 79",2014-01-11,https://www.nytimes.com/2014/01/11/sports/bill-conlin-sportswriter-who-quit-after-molestation-claims-dies-at-79.html
"Haiti, Unfinished and Forsaken",2014-01-11,https://www.nytimes.com/2014/01/11/opinion/haiti-unfinished-and-forsaken.html
Weigh-In Section,2014-01-10,https://wordplay.blogs.nytimes.com/2014/01/10/weigh-in-section/
Increased Security for Nuclear Materials,2014-01-11,https://www.nytimes.com/2014/01/11/opinion/increased-security-for-nuclear-materials.html
Yankees Sign Reliever (Matt Thornton) and Cut Outfielder (Vernon Wells),2014-01-11,https://www.nytimes.com/2014/01/11/sports/baseball/yankees-sign-reliever-matt-thornton-and-cut-outfielder-vernon-wells.html
"A Mr. Feder, Once of Fort Lee, Chimes In",2014-01-11,https://www.nytimes.com/2014/01/11/nyregion/a-mr-feder-once-of-fort-lee-chimes-in.html
A Guillotine in Storage Bears Signs of a Role in Silencing Nazis’ Critics,2014-01-11,https://www.nytimes.com/2014/01/11/world/europe/a-guillotine-in-storage-bears-signs-of-a-role-in-silencing-nazis-critics.html
Airstrike Hits Militants’ Camp in Somalia,2014-01-11,https://www.nytimes.com/2014/01/11/world/africa/airstrike-hits-militants-camp-in-somalia.html
Russia: Suspects in Bombing Arrested,2014-01-11,https://www.nytimes.com/2014/01/11/world/europe/russia-suspects-in-bombing-arrested.html
"Franklin McCain, Who Fought for Rights at All-White Lunch Counter, Dies at 73",2014-01-11,https://www.nytimes.com/2014/01/11/us/franklin-mccain-who-fought-for-rights-at-all-white-lunch-counter-dies-at-73.html
"Colts vs. Patriots: A Great Rivalry, Now Revised",2014-01-11,https://www.nytimes.com/2014/01/11/sports/football/colts-vs-patriots-a-great-rivalry-now-revised.html
Nigeria to Release 167 Detainees,2014-01-11,https://www.nytimes.com/2014/01/11/world/africa/nigeria-to-release-167-detainees.html
"Dropbox Says Site Down After Maintenance Error, Not From Hackers",2014-01-10,https://bits.blogs.nytimes.com/2014/01/10/anonymous-member-claims-to-have-hacked-dropbox/
New Reality for Heat: From Rolling to Resting,2014-01-11,https://www.nytimes.com/2014/01/11/sports/basketball/new-reality-for-heat-from-rolling-to-resting.html
Neiman Marcus Investigates Breach Involving Credit Card Data,2014-01-10,https://bits.blogs.nytimes.com/2014/01/10/neiman-marcus-investigates-breach-involving-credit-card-data/
Appeals Court Upholds BP Oil Spill Settlement,2014-01-11,https://www.nytimes.com/2014/01/11/business/energy-environment/appeals-court-upholds-oil-spill-settlement.html
"Quotation of the Day for Saturday, January 11, 2014",2014-01-11,https://www.nytimes.com/2014/01/11/pageoneplus/quotation-of-the-day-for-saturday-january-11-2014.html
Pictures From the Week in Business,2014-01-11,https://www.nytimes.com/slideshow/2014/01/11/business/weekly-business-photos.html
Italy: Wrecked Ship to Be Towed in June,2014-01-11,https://www.nytimes.com/2014/01/11/world/europe/italy-wrecked-ship-to-be-towed-in-june.html
South Sudan: Army Says Its Soldiers Have Regained Control of Northern City,2014-01-11,https://www.nytimes.com/2014/01/11/world/africa/south-sudan-army-says-its-soldiers-have-regained-control-of-northern-city.html
St. John’s Pulls Together While Playing Through Grief,2014-01-11,https://www.nytimes.com/2014/01/11/sports/ncaabasketball/st-johns-pulls-together-while-playing-through-grief.html
"Corrections: January 11, 2014",2014-01-11,https://www.nytimes.com/2014/01/11/pageoneplus/corrections-january-11-2014.html
Dreaming a Dream for a Daughter Talented in Art,2014-01-11,https://www.nytimes.com/2014/01/11/nyregion/dreaming-a-dream-for-a-daughter-talented-in-art.html
"From Ice Level, Rick Nash Helps Rangers Take Season to New Heights",2014-01-11,https://www.nytimes.com/2014/01/11/sports/hockey/from-ice-level-rick-nash-helps-rangers-take-season-to-new-heights.html
Wrestlers in Leather: What More Is Required?,2014-01-10,https://www.nytimes.com/2014/01/11/movies/the-legend-of-hercules-mythology-with-kellan-lutz.html
Each Team’s Star Struggles; Only Pacers Overcome It,2014-01-11,https://www.nytimes.com/2014/01/11/sports/basketball/nba-roundup.html
"Before His Death, Boy Faced Weeks of Abuse, Officials Say",2014-01-11,https://www.nytimes.com/2014/01/11/nyregion/before-his-death-boy-faced-weeks-of-abuse-officials-say.html
Meryl Davis and Charlie White Lead U.S. Nationals,2014-01-11,https://www.nytimes.com/2014/01/11/sports/olympics/meryl-davis-and-charlie-white-lead-us-nationals.html
Vanderbilt Basketball Cuts Guard,2014-01-11,https://www.nytimes.com/2014/01/11/sports/ncaabasketball/vanderbilt-basketball-cuts-guard.html
In Performance: Eric Tucker,2014-01-10,https://www.nytimes.com/video/theater/100000002631645/in-performance-eric-tucker.html
Double Eagle Lifts Luiten,2014-01-11,https://www.nytimes.com/2014/01/11/sports/golf/double-eagle-lifts-luiten.html
New Clashes Erupt in Ukraine After Trial,2014-01-11,https://www.nytimes.com/2014/01/11/world/europe/new-clashes-erupt-in-ukraine-after-trial.html
"Winning Lottery Numbers for Jan. 10, 2014",2014-01-11,https://www.nytimes.com/2014/01/11/nyregion/winning-lottery-numbers-for-jan-10-2014.html
Motorcycle Rider Dies in Argentina,2014-01-11,https://www.nytimes.com/2014/01/11/sports/motorcycle-rider-dies-in-argentina.html
"Paid Notice: Deaths  SPENCER, MELVIN",2014-01-11,https://query.nytimes.com/gst/fullpage.html?res=9A0CEFDA163AF932A25752C0A9629D8B63
"Paid Notice: Deaths  FAUST, MONROE G.",2014-01-11,https://query.nytimes.com/gst/fullpage.html?res=9E03E0DA163AF932A25752C0A9629D8B63
"Paid Notice: Deaths  LICHT, PAUL",2014-01-11,https://query.nytimes.com/gst/fullpage.html?res=9D01EFDA163AF932A25752C0A9629D8B63
"Paid Notice: Deaths  MCGAR, THAD MARTIN",2014-01-11,https://query.nytimes.com/gst/fullpage.html?res=9E00EFDA163AF932A25752C0A9629D8B63
Brian Stuard leads in Honolulu,2014-01-11,https://www.nytimes.com/2014/01/11/sports/golf/brian-stuard-leads-in-honolulu.html
"Paid Notice: Memorials  LEWIS, RICHARD",2014-01-11,https://query.nytimes.com/gst/fullpage.html?res=9803EEDA163AF932A25752C0A9629D8B63
"For Once, Every Player Makes Name for Himself",2014-01-11,https://www.nytimes.com/2014/01/11/sports/basketball/for-once-every-player-makes-name-for-himself.html
Cuomo Blocks Liquor License for Caterer in Upper East Side Church,2014-01-11,https://www.nytimes.com/2014/01/11/nyregion/cuomo-blocks-liquor-license-for-caterer-in-upper-east-side-church.html
"Paid Notice: Deaths  BISSO, ANNA",2014-01-11,https://query.nytimes.com/gst/fullpage.html?res=9506E0DA163AF932A25752C0A9629D8B63
"Paid Notice: Deaths  HENICK, MURRAY",2014-01-11,https://query.nytimes.com/gst/fullpage.html?res=9B05EFDA163AF932A25752C0A9629D8B63
"Paid Notice: Deaths  LEWIS, RUTH",2014-01-11,https://query.nytimes.com/gst/fullpage.html?res=9C06EFDA163AF932A25752C0A9629D8B63
"LeBron James Seethes, and Nets Are Hotter, Winning 5th in Row",2014-01-11,https://www.nytimes.com/2014/01/11/sports/basketball/lebron-james-seethes-but-nets-are-hotter-winning-5th-in-row.html
"Paid Notice: Deaths  UCHIDA, IZUMI",2014-01-11,https://query.nytimes.com/gst/fullpage.html?res=9504EEDA163AF932A25752C0A9629D8B63
Boy and Elderly Man Killed in Separate Traffic Accidents,2014-01-11,https://www.nytimes.com/2014/01/11/nyregion/boy-and-elderly-man-killed-in-separate-traffic-accidents.html
"Paid Notice: Deaths  COLLINS, LINDA",2014-01-11,https://query.nytimes.com/gst/fullpage.html?res=9C01E0DA163AF932A25752C0A9629D8B63
"Paid Notice: Deaths  GORDON, RITA",2014-01-11,https://query.nytimes.com/gst/fullpage.html?res=990CE0DA163AF932A25752C0A9629D8B63
"Paid Notice: Deaths  WEIMAN, CLINTON G.",2014-01-11,https://query.nytimes.com/gst/fullpage.html?res=9D06EEDA163AF932A25752C0A9629D8B63
What’s on Saturday,2014-01-11,https://www.nytimes.com/2014/01/11/arts/television/whats-on-saturday.html
"Paid Notice: Deaths  RAVITCH, GLORIA MOSKIN",2014-01-11,https://query.nytimes.com/gst/fullpage.html?res=990DEFDA163AF932A25752C0A9629D8B63
"Paid Notice: Deaths  WADSWORTH, DEBORAH",2014-01-11,https://query.nytimes.com/gst/fullpage.html?res=9C07EEDA163AF932A25752C0A9629D8B63
Ermenegildo Zegna: Fall 2014 Menswear,2014-01-11,https://www.nytimes.com/slideshow/2014/01/11/fashion/runway-mens/ermenegildo-zegna-fall-2014-menswear.html
"Paid Notice: Deaths  CORBETT, ROBERT V.",2014-01-11,https://query.nytimes.com/gst/fullpage.html?res=9D00E0DA163AF932A25752C0A9629D8B63
Dolce & Gabbana: Fall 2014 Menswear,2014-01-11,https://www.nytimes.com/slideshow/2014/01/11/fashion/runway-mens/dolce-gabbana-fall-2014-menswear.html
Versace: Fall 2014 Menswear,2014-01-11,https://www.nytimes.com/slideshow/2014/01/11/fashion/runway-mens/versace-fall-2014-menswear.html
Alex Ovechkin Leads Capitals,2014-01-11,https://www.nytimes.com/2014/01/11/sports/hockey/alex-ovechkin-leads-capitals.html
"In Bridge Scandal, a Slight Heard Around the World",2014-01-11,https://www.nytimes.com/2014/01/11/nyregion/in-bridge-scandal-a-slight-heard-around-the-world.html
"Paid Notice: Memorials  MOORE, JOHN MCDONALD",2014-01-11,https://query.nytimes.com/gst/fullpage.html?res=9902EEDA163AF932A25752C0A9629D8B63
"Paid Notice: Deaths  PETERSEN, BETSY STILWELL",2014-01-11,https://query.nytimes.com/gst/fullpage.html?res=9802EFDA163AF932A25752C0A9629D8B63
John Isner Wins Auckland Title,2014-01-11,https://www.nytimes.com/2014/01/11/sports/tennis/john-isner-wins-auckland-title.html
"Paid Notice: Deaths  GERSTMANN, KURT, M.D.",2014-01-11,https://query.nytimes.com/gst/fullpage.html?res=980DE0DA163AF932A25752C0A9629D8B63
"Paid Notice: Deaths  GALLAGHER, JAMES",2014-01-11,https://query.nytimes.com/gst/fullpage.html?res=9F02E0DA163AF932A25752C0A9629D8B63
"Paid Notice: Deaths  NEY, EDWARD N.",2014-01-11,https://query.nytimes.com/gst/fullpage.html?res=9F03EFDA163AF932A25752C0A9629D8B63
"Paid Notice: Memorials  FERBEL, PHILIP",2014-01-11,https://query.nytimes.com/gst/fullpage.html?res=9E01EEDA163AF932A25752C0A9629D8B63
"Ariel Sharon, the Ruthless Warrior Who Could Have Made Peace",2014-01-11,https://www.nytimes.com/2014/01/11/opinion/ariel-sharon-the-warrior-who-could-have-made-peace.html
"Paid Notice: Deaths  TERRY, BARBARA W.",2014-01-11,https://query.nytimes.com/gst/fullpage.html?res=9405EEDA163AF932A25752C0A9629D8B63
Jil Sander: Fall 2014 Menswear,2014-01-11,https://www.nytimes.com/slideshow/2014/01/11/fashion/runway-mens/jil-sander-fall-2014-menswear.html
Monaco Is Held to Draw,2014-01-11,https://www.nytimes.com/2014/01/11/sports/soccer/monaco-is-held-to-draw.html
Retired Correction Officer’s Death May Have Stemmed From a Romantic Quarrel,2014-01-11,https://www.nytimes.com/2014/01/11/nyregion/retired-correction-officers-death-may-have-stemmed-from-a-romantic-quarrel.html
"Paid Notice: Deaths  BERRY, RYNN, JR.",2014-01-11,https://query.nytimes.com/gst/fullpage.html?res=9407E0DA163AF932A25752C0A9629D8B63
"Paid Notice: Deaths  HUGHES, LOUISE M.",2014-01-11,https://query.nytimes.com/gst/fullpage.html?res=9404EFDA163AF932A25752C0A9629D8B63
"Paid Notice: Deaths  KRAUSE, LEON",2014-01-11,https://query.nytimes.com/gst/fullpage.html?res=9507EFDA163AF932A25752C0A9629D8B63
"Paid Notice: Memorials  FINKELSTEIN, ANNA",2014-01-11,https://query.nytimes.com/gst/fullpage.html?res=9F00EEDA163AF932A25752C0A9629D8B63
headline,date,url
Inside the List,2014-01-12,https://www.nytimes.com/2014/01/12/books/review/inside-the-list.html
"I May Be 50, but Don’t Call Me a Boomer",2014-01-12,https://www.nytimes.com/2014/01/06/booming/i-may-be-50-but-dont-call-me-a-boomer.html
"James Bond, Sherlock Holmes, Hercule Poirot: Why Do We Keep Resurrecting the Same Literary Characters?",2014-01-12,https://www.nytimes.com/2014/01/12/books/review/james-bond-sherlock-holmes-hercule-poirot-why-do-we-keep-resurrecting-the-same-literary-characters.html
Tips for Travel Savings in 2014,2014-01-12,https://www.nytimes.com/2014/01/12/travel/tips-for-travel-savings-in-2014.html
Travel Trends and the Year Ahead,2014-01-12,https://www.nytimes.com/2014/01/12/travel/travel-trends-and-the-year-ahead.html
"In Westchester, Picturesque Prosperity",2014-01-12,https://www.nytimes.com/2014/01/12/realestate/in-westchester-picturesque-prosperity.html
"Events of 2014, From Food to Art to Music",2014-01-12,https://www.nytimes.com/2014/01/12/travel/events-of-2014-from-food-to-art-to-music.html
"Quite Dead, but Up for Grabs",2014-01-12,https://www.nytimes.com/2014/01/12/theater/quite-dead-but-up-for-grabs.html
Letters: ‘Jack London’ and More,2014-01-12,https://www.nytimes.com/2014/01/12/books/review/letters-jack-london-and-more.html
"Steps of a Stage Career, Taken at a Run",2014-01-12,https://www.nytimes.com/2014/01/12/theater/sheldon-best-of-loneliness-of-the-long-distance-runner.html
Striking While the Iron Is Hot,2014-01-12,https://www.nytimes.com/2014/01/12/realestate/striking-while-the-iron-is-hot.html
Murder Is Just the Start,2014-01-12,https://www.nytimes.com/2014/01/12/arts/television/true-detective-on-hbo-stars-woody-harrelson-and-matthew-mcconaughey.html
"C. T. Hsia, Who Brought Chinese Literature to the West, Dies at 92",2014-01-11,https://www.nytimes.com/2014/01/09/books/c-t-hsia-scholar-of-chinese-literature-dies-at-92.html
"As Indies Explode, an Appeal for Sanity",2014-01-12,https://www.nytimes.com/2014/01/12/movies/flooding-theaters-isnt-good-for-filmmakers-or-filmgoers.html
Turns Out His Blood Runs Green,2014-01-12,https://www.nytimes.com/2014/01/12/theater/john-patrick-shanley-on-his-irishness-and-outside-mullingar.html
Sue Monk Kidd: By the Book,2014-01-12,https://www.nytimes.com/2014/01/12/books/review/sue-monk-kidd-by-the-book.html
Vanya and Sonia and Abs and Pecs,2014-01-12,https://www.nytimes.com/2014/01/12/theater/actors-playing-spike-in-vanya-and-sonia-on-roles-rigors.html
An Artist Who’s Truly Wired,2014-01-12,https://www.nytimes.com/slideshow/2014/01/12/arts/design/20140112-LUKE.html
Wedding Q. and A.,2014-01-12,https://www.nytimes.com/2014/01/12/fashion/weddings/wedding-q-and-a.html
Portraits From Clips and Bytes,2014-01-12,https://www.nytimes.com/2014/01/12/arts/design/r-luke-dubois-mines-data-to-reveal-art.html
"As Seals Return to Long Island, So Do Watchers",2014-01-12,https://www.nytimes.com/2014/01/12/nyregion/as-seals-return-to-long-island-so-do-watchers.html
Survey of a Modern Form and a Friendship,2014-01-12,https://www.nytimes.com/2014/01/12/nyregion/a-review-of-harry-holtzman-and-american-abstraction-at-the-florence-griswold-museum.html
A Conductor Wields a Baton Across Cultures,2014-01-12,https://www.nytimes.com/2014/01/12/nyregion/a-conductor-wields-a-baton-across-cultures.html
The Mind’s Jailer,2014-01-12,https://www.nytimes.com/2014/01/12/books/review/andrews-brain-by-e-l-doctorow.html
I Read You Loud and Clear,2014-01-12,https://www.nytimes.com/2014/01/12/books/review/i-read-you-loud-and-clear.html
"The Feel, and Taste, of France",2014-01-12,https://www.nytimes.com/2014/01/12/nyregion/a-review-of-saint-george-in-hastings-on-hudson.html
"At the End of a Strip Mall, a Surprise",2014-01-12,https://www.nytimes.com/2014/01/12/nyregion/a-review-of-verona-restaurant-in-randolph.html
Hiding in Plain Sight,2014-01-12,https://www.nytimes.com/2014/01/12/nyregion/a-review-of-inthai-restaurant-in-norwalk.html
"A Spot for Theatrics, or Serenity",2014-01-12,https://www.nytimes.com/2014/01/12/nyregion/a-review-of-k60-japanese-steak-house-in-lake-grove.html
"The Good, the Bad and the ‘Ugly Betty’",2014-01-12,https://www.nytimes.com/2014/01/12/realestate/the-good-the-bad-and-the-ugly-betty.html
What I Love | Michael Urie,2014-01-12,https://www.nytimes.com/slideshow/2014/01/12/realestate/20140112-LOVE.html
E-Cigarette Shops Open Even as City Cracks Down,2014-01-12,https://www.nytimes.com/2014/01/12/nyregion/e-cigarette-shops-open-even-as-city-cracks-down.html
The Very Model of a University,2014-01-12,https://www.nytimes.com/2014/01/12/realestate/the-very-model-of-a-university.html
Tech vs. Tyke,2014-01-12,https://www.nytimes.com/2014/01/12/fashion/Tech-vs-Tyke-social-qs.html
"A Third Ring, Bearing the Most Important Truth",2014-01-12,https://www.nytimes.com/2014/01/12/fashion/A-Third-Ring-Bearing-the-Most-Important-Truth-modern-love.html
A Big Year for V.A. Loans,2014-01-12,https://www.nytimes.com/2014/01/12/realestate/a-big-year-for-va-loans.html
"Dotting the Parks, Monuments to the Famous or Forgotten",2014-01-12,https://www.nytimes.com/2014/01/12/nyregion/dotting-the-parks-monuments-to-the-famous-or-forgotten.html
Events on Long Island for Jan. 12-18,2014-01-12,https://www.nytimes.com/2014/01/12/nyregion/events-on-long-island-for-jan-12-18-2014.html
Events in New Jersey for Jan. 12-18,2014-01-12,https://www.nytimes.com/2014/01/12/nyregion/events-in-new-jersey-for-jan-12-18-2014.html
Events in Westchester for Jan. 12-18,2014-01-12,https://www.nytimes.com/2014/01/12/nyregion/events-in-westchester-for-jan-12-18-2014.html
Events in Connecticut for Jan. 12-18,2014-01-12,https://www.nytimes.com/2014/01/12/nyregion/events-in-connecticut-for-jan-12-18-2014.html
More Naked Heathen Romps,2014-01-12,https://www.nytimes.com/2014/01/12/movies/homevideo/the-wicker-man-this-time-in-blu-ray.html
"As Indian Diplomat Exits After Arrest, a Culture Clash Lingers",2014-01-11,https://www.nytimes.com/2014/01/11/world/asia/indian-diplomat-flies-home-after-indictment-in-us.html
The 12.29.13 Issue,2014-01-12,https://www.nytimes.com/2014/01/12/magazine/the-12-29-13-issue.html
Who Made That Dial Tone?,2014-01-12,https://www.nytimes.com/2014/01/12/magazine/who-made-that-dial-tone.html
The Flying Tomato Would Rather You Not Call Him That Anymore,2014-01-12,https://www.nytimes.com/2014/01/12/magazine/the-flying-tomato-would-rather-you-not-call-him-that-anymore.html
Is Uber’s Surge-Pricing an Example of High-Tech Gouging?,2014-01-12,https://www.nytimes.com/2014/01/12/magazine/is-ubers-surge-pricing-an-example-of-high-tech-gouging.html
Jared Diamond: ‘New Guinean Kids Are Not Brats’,2014-01-12,https://www.nytimes.com/2014/01/12/magazine/jared-diamond-new-guinean-kids-are-not-brats.html
Care of: My Wife’s Lover’s Neighbor,2014-01-12,https://www.nytimes.com/2014/01/12/magazine/care-of-my-wifes-lovers-neighbor.html
We Didn’t Eat the Marshmallow. The Marshmallow Ate Us.,2014-01-12,https://www.nytimes.com/2014/01/12/magazine/we-didnt-eat-the-marshmallow-the-marshmallow-ate-us.html
No Puff Piece,2014-01-12,https://www.nytimes.com/2014/01/12/magazine/no-puff-piece.html
The Murderer and the Manuscript,2014-01-12,https://www.nytimes.com/2014/01/12/magazine/the-murderer-and-the-manuscript.html
Fruits of the Loom,2014-01-12,https://www.nytimes.com/2014/01/12/magazine/fruits-of-the-loom.html
Rosanne Cash Goes Home,2014-01-12,https://www.nytimes.com/2014/01/12/magazine/rosanne-cash-goes-home.html
Big in Japan,2014-01-12,https://www.nytimes.com/2014/01/12/magazine/big-in-japan.html
What the Palestinians Must Do,2014-01-11,https://www.nytimes.com/2014/01/11/opinion/what-the-palestinians-must-do.html
Why Nazi Hunting Remains Crucial,2014-01-11,https://www.nytimes.com/2014/01/11/opinion/why-nazi-hunting-remains-crucial.html
Increasing Nuclear Security,2014-01-11,https://www.nytimes.com/2014/01/11/opinion/increasing-nuclear-security.html
The Kugel Family: Big in Brazil,2014-01-11,https://www.nytimes.com/2014/01/11/opinion/the-kugel-family-big-in-brazil.html
Turkey Needs Justice for All,2014-01-11,https://www.nytimes.com/2014/01/11/opinion/turkey-needs-justice-for-all.html
Quebec's Latest Stand,2014-01-11,https://www.nytimes.com/2014/01/11/opinion/quebecs-last-stand.html
Ireland's Rebound Is European Blarney,2014-01-11,https://www.nytimes.com/2014/01/11/opinion/irelands-rebound-is-european-blarney.html
Snapshots of Globalization's First Wave,2014-01-11,https://www.nytimes.com/2014/01/11/opinion/snapshots-of-globalizations-first-wave.html
Top Tennis Players Join Forces With Former Champions,2014-01-11,https://www.nytimes.com/2014/01/11/sports/tennis/top-tennis-players-join-forces-with-former-champions.html
A Wish List for the New Tennis Year,2014-01-11,https://www.nytimes.com/2014/01/11/sports/tennis/a-wish-list-for-the-new-tennis-year.html
Editorial Cartoon,2014-01-11,https://www.nytimes.com/2014/01/11/opinion/editorial-cartoon.html
"An Affair? France Shrugs, but Its Leader Calls for Privacy",2014-01-11,https://www.nytimes.com/2014/01/11/world/europe/french-president-franois-hollande-threatens-legal-suit-over-tabloid-report.html
Central African Leader’s Exit Sets Off Rejoicing in the Streets,2014-01-11,https://www.nytimes.com/2014/01/11/world/africa/central-african-republic-leader-resigns.html
Growth in Jobs Slows Sharply to 3-Year Low,2014-01-11,https://www.nytimes.com/2014/01/11/business/economy/us-economy-added-only-74000-jobs-in-december.html
Thousands Without Water After Spill in West Virginia,2014-01-11,https://www.nytimes.com/2014/01/11/us/west-virginia-chemical-spill.html
"In Blow to Peace Effort, Israel Publishes Plans for New Housing in Settlements",2014-01-11,https://www.nytimes.com/2014/01/11/world/middleeast/israel-publishes-plans-for-new-housing-in-settlements.html
"For Target, the Breach Numbers Grow",2014-01-11,https://www.nytimes.com/2014/01/11/business/target-breach-affected-70-million-customers.html
"Digesting Weak Jobs Report, Markets Give Up Early Gains",2014-01-11,https://www.nytimes.com/2014/01/11/business/daily-stock-market-activity.html
"In Life and Business, Learning to Be Ethical",2014-01-11,https://www.nytimes.com/2014/01/11/your-money/in-life-and-business-learning-to-be-ethical.html
Paperback Row,2014-01-12,https://www.nytimes.com/2014/01/12/books/review/paperback-row.html
Editors’ Choice,2014-01-12,https://www.nytimes.com/2014/01/12/books/review/editors-choice.html
Hitting the Road,2014-01-12,https://www.nytimes.com/2014/01/12/books/review/the-scar-boys-and-why-we-took-the-car.html
The Making of the Presidents,2014-01-12,https://www.nytimes.com/2014/01/12/books/review/maira-kalmans-thomas-jefferson-and-more.html
Unbridled,2014-01-12,https://www.nytimes.com/2014/01/12/books/review/a-hundred-horses-and-horses-of-the-dawn.html
Line of Fire,2014-01-12,https://www.nytimes.com/2014/01/12/books/review/laurie-halse-andersons-impossible-knife-of-memory.html
"Poems, Protests and Prayers",2014-01-12,https://www.nytimes.com/2014/01/12/books/review/poems-protests-and-prayers.html
Global Warming,2014-01-12,https://www.nytimes.com/2014/01/12/books/review/the-climate-casino-by-william-nordhaus-and-more.html
A Southern Landscape,2014-01-12,https://www.nytimes.com/2014/01/12/books/review/starting-over-by-elizabeth-spencer.html
The Music Gene,2014-01-12,https://www.nytimes.com/2014/01/12/books/review/orfeo-by-richard-powers.html
The There There,2014-01-12,https://www.nytimes.com/2014/01/12/books/review/diane-johnsons-flyover-lives.html
Life in Transit,2014-01-12,https://www.nytimes.com/2014/01/12/books/review/the-exiles-return-by-elisabeth-de-waal.html
Islanders,2014-01-12,https://www.nytimes.com/2014/01/12/books/review/the-bird-skinner-by-alice-greenway.html
A Vengeful Fury,2014-01-12,https://www.nytimes.com/2014/01/12/books/review/greg-grandins-empire-of-necessity.html
Mystical Pizza,2014-01-12,https://www.nytimes.com/2014/01/12/books/review/a-highly-unlikely-scenario-by-rachel-cantor.html
"Dear Sasha, Dear Volodya",2014-01-12,https://www.nytimes.com/2014/01/12/books/review/the-light-and-the-dark-by-mikhail-shishkin.html
Campfire Girl,2014-01-12,https://www.nytimes.com/2014/01/12/books/review/the-scent-of-pine-by-lara-vapnyar.html
"How Arbitration Worked, and What Happens Next",2014-01-12,https://www.nytimes.com/2014/01/11/sports/baseball/q-and-a-alex-rodriguezs-suspension-appeal.html
